config,sched,seed,n_active,reward,throughput_mbps,goodput_mbps,completion_rate,deadline_miss_rate,mu_depth
P055,PPO,30036,20,3684.8,98.02,96.36,0.5607,0.4361,2.872
P055,SUS+CQI@0.70,30037,18,2910.5,90.16,86.67,0.5444,0.4519,3.895
P055,SU+CQI,30037,18,713.8,80.35,78.68,0.4942,0.5021,1.0
P055,PPO,30037,18,3696.5,92.05,90.23,0.5674,0.4292,2.649
P055,SUS+CQI@0.70,30038,29,-1831.9,119.63,111.07,0.4413,0.5544,4.0
P055,SU+CQI,30038,29,-10105.7,84.52,81.2,0.3219,0.6731,1.0
P055,PPO,30038,29,-1836.3,115.54,110.63,0.445,0.5503,3.858
P055,SUS+CQI@0.70,30039,20,2242.1,96.71,90.68,0.5201,0.4763,3.998
P055,SU+CQI,30039,20,264.4,86.57,84.55,0.4835,0.513,1.0
P055,PPO,30039,20,3230.4,97.72,95.25,0.5484,0.448,2.571
P010,SUS+CQI@0.80,30000,23,2035.8,27.78,25.06,0.6692,0.3236,3.214
P010,SU+CQI,30000,23,2610.6,29.18,27.63,0.7368,0.2581,1.0
P010,PPO,30000,23,2473.7,28.29,26.88,0.7254,0.2678,1.794
P010,SUS+CQI@0.80,30001,19,2140.3,24.23,21.87,0.7337,0.2605,2.987
P010,SU+CQI,30001,19,2502.4,25.16,23.65,0.7873,0.2074,1.0
P010,PPO,30001,19,2441.2,24.4,23.19,0.7846,0.209,1.623
P010,SUS+CQI@0.80,30002,32,3248.6,38.11,35.45,0.7193,0.2772,3.314
P010,SU+CQI,30002,32,3580.1,38.69,37.11,0.751,0.2457,1.0
P010,PPO,30002,32,3605.5,38.17,37.08,0.7575,0.239,1.992
P010,SUS+CQI@0.80,30003,21,1273.8,22.57,19.49,0.606,0.3901,3.38
P010,SU+CQI,30003,21,1859.3,24.26,22.05,0.6835,0.3145,1.0
P010,PPO,30003,21,1884.7,23.12,21.94,0.6997,0.2983,1.506
P010,SUS+CQI@0.80,30004,18,2426.9,23.32,22.44,0.8124,0.1848,2.382
P010,SU+CQI,30004,18,2450.5,23.28,22.57,0.8176,0.1807,1.0
P010,PPO,30004,18,2473.2,23.32,22.59,0.821,0.1773,1.655
P010,SUS+CQI@0.80,30005,24,2857.0,30.81,28.53,0.7561,0.2405,3.248
P010,SU+CQI,30005,24,3181.6,31.56,30.14,0.7948,0.2035,1.0
P010,PPO,30005,24,3132.6,30.92,29.65,0.7931,0.2035,1.836
P010,SUS+CQI@0.80,30006,28,3750.8,36.9,34.63,0.8019,0.1952,3.44
P010,SU+CQI,30006,28,4023.3,37.44,35.95,0.8311,0.1663,1.0
P010,PPO,30006,28,4019.2,37.01,35.72,0.8341,0.1637,1.922
P010,SUS+CQI@0.80,30007,19,1996.3,23.64,21.33,0.7169,0.273,2.593
P010,SU+CQI,30007,19,2171.3,24.07,22.08,0.743,0.248,1.0
P010,PPO,30007,19,2193.1,23.66,22.15,0.7509,0.2379,1.702
P010,SUS+CQI@0.80,30008,19,2876.3,27.08,25.65,0.8268,0.1656,2.726
P010,SU+CQI,30008,19,2929.5,27.13,25.93,0.8355,0.1589,1.0
P010,PPO,30008,19,2973.5,27.08,26.06,0.8431,0.1518,1.741
P010,SUS+CQI@0.80,30009,16,3197.4,24.87,24.35,0.9676,0.0324,2.393
P010,SU+CQI,30009,16,3202.2,24.88,24.4,0.9688,0.0312,1.0
P010,PPO,30009,16,3240.7,24.92,24.53,0.9752,0.0248,1.756
P010,SUS+CQI@0.80,30010,18,2093.6,22.79,21.18,0.7506,0.2477,2.808
P010,SU+CQI,30010,18,2315.6,23.28,22.3,0.7872,0.2117,1.0
P010,PPO,30010,18,2335.6,23.15,22.22,0.7911,0.2078,1.541
P010,SUS+CQI@0.80,30011,30,2349.9,34.0,31.56,0.6549,0.3407,3.439
P010,SU+CQI,30011,30,2689.9,34.83,33.1,0.6868,0.3109,1.0
P010,PPO,30011,30,2658.6,34.17,32.78,0.6878,0.3066,1.821
P010,SUS+CQI@0.80,30012,17,1695.8,20.61,18.43,0.7064,0.2905,2.954
P010,SU+CQI,30012,17,2000.2,21.49,19.81,0.7559,0.2399,1.0
P010,PPO,30012,17,1969.4,20.82,19.54,0.7577,0.2387,1.489
P010,SUS+CQI@0.80,30013,32,3020.5,37.89,34.61,0.6959,0.3009,3.731
P010,SU+CQI,30013,32,3598.5,39.26,37.26,0.7481,0.2497,1.0
P010,PPO,30013,32,3504.0,37.9,36.58,0.7478,0.2494,1.959
P010,SUS+CQI@0.80,30014,16,48.2,13.86,11.64,0.4647,0.5227,2.97
P010,SU+CQI,30014,16,330.5,14.81,12.77,0.5094,0.4792,1.0
P010,PPO,30014,16,288.3,14.11,12.47,0.5101,0.4748,1.287
P010,SUS+CQI@0.80,30015,30,2618.9,34.67,32.8,0.6808,0.3159,3.43
P010,SU+CQI,30015,30,2773.5,35.08,33.47,0.6952,0.3021,1.0
P010,PPO,30015,30,2803.5,34.83,33.42,0.7003,0.2957,1.856
P010,SUS+CQI@0.80,30016,24,2039.9,26.86,25.76,0.6833,0.3133,2.417
P010,SU+CQI,30016,24,2021.0,26.81,25.69,0.6812,0.3142,1.0
P010,PPO,30016,24,2064.1,26.85,25.84,0.6867,0.3087,1.757
P010,SUS+CQI@0.80,30017,26,2414.7,31.05,28.07,0.6885,0.308,3.484
P010,SU+CQI,30017,26,2956.9,32.2,30.79,0.7497,0.248,1.0
P010,PPO,30017,26,2881.2,31.35,30.11,0.7462,0.2507,1.749
P010,SUS+CQI@0.80,30018,24,2664.9,29.84,28.9,0.7378,0.2605,2.833
P010,SU+CQI,30018,24,2723.1,29.86,29.28,0.746,0.2524,1.0
P010,PPO,30018,24,2777.5,29.99,29.46,0.7517,0.2462,1.767
P010,SUS+CQI@0.80,30019,28,3388.8,36.62,34.93,0.7538,0.2427,3.139
P010,SU+CQI,30019,28,3506.1,36.68,35.67,0.7677,0.2292,1.0
P010,PPO,30019,28,3554.5,36.69,35.76,0.7725,0.2243,1.905
P010,SUS+CQI@0.80,30020,30,2884.2,35.18,32.89,0.7057,0.2913,3.505
P010,SU+CQI,30020,30,3245.7,36.06,34.6,0.7408,0.2568,1.0
P010,PPO,30020,30,3174.2,35.25,34.02,0.7381,0.2589,1.896
P010,SUS+CQI@0.80,30021,21,2316.4,26.51,24.46,0.7297,0.267,2.882
P010,SU+CQI,30021,21,2562.3,27.14,25.58,0.7618,0.2349,1.0
P010,PPO,30021,21,2570.6,26.72,25.63,0.7679,0.2288,1.766
P010,SUS+CQI@0.80,30022,20,2551.1,26.01,24.82,0.7803,0.2166,2.671
P010,SU+CQI,30022,20,2603.5,26.13,25.1,0.7884,0.2096,1.0
P010,PPO,30022,20,2645.5,26.07,25.21,0.7949,0.2016,1.674
P010,SUS+CQI@0.80,30023,28,3946.9,37.73,35.42,0.8127,0.1858,3.393
P010,SU+CQI,30023,28,4162.6,38.08,36.62,0.8362,0.163,1.0
P010,PPO,30023,28,4207.6,37.67,36.59,0.8437,0.1549,2.058
P010,SUS+CQI@0.80,30024,19,2536.4,26.35,24.3,0.7732,0.2232,3.066
P010,SU+CQI,30024,19,2801.8,27.14,25.54,0.8105,0.1859,1.0
P010,PPO,30024,19,2836.7,26.66,25.64,0.8203,0.1751,1.534
P010,SUS+CQI@0.80,30025,22,4382.8,33.67,33.12,0.9722,0.0264,2.644
P010,SU+CQI,30025,22,4335.5,33.49,32.97,0.9671,0.0315,1.0
P010,PPO,30025,22,4419.8,33.67,33.29,0.9778,0.0208,2.019
P010,SUS+CQI@0.80,30026,27,3782.5,35.85,33.86,0.8206,0.176,3.303
P010,SU+CQI,30026,27,4049.3,36.35,35.24,0.8517,0.146,1.0
P010,PPO,30026,27,4033.0,36.03,34.92,0.8509,0.1448,1.929
P010,SUS+CQI@0.80,30027,22,2975.0,30.66,28.63,0.7766,0.2204,3.2
P010,SU+CQI,30027,22,3206.7,31.3,29.71,0.8046,0.1933,1.0
P010,PPO,30027,22,3214.7,30.83,29.58,0.8097,0.1873,1.848
P010,SUS+CQI@0.80,30028,16,3483.7,26.19,26.18,0.9988,0.0012,2.129
P010,SU+CQI,30028,16,3477.5,26.17,26.16,0.9975,0.0025,1.0
P010,PPO,30028,16,3490.6,26.22,26.2,0.9994,0.0006,1.832
P010,SUS+CQI@0.80,30029,18,2791.5,25.23,24.29,0.8481,0.1497,2.484
P010,SU+CQI,30029,18,2819.3,25.24,24.49,0.8536,0.1448,1.0
P010,PPO,30029,18,2849.0,25.29,24.54,0.8575,0.1403,1.596
P010,SUS+CQI@0.80,30030,30,3742.9,39.33,36.59,0.7658,0.2312,3.521
P010,SU+CQI,30030,30,4127.2,40.12,38.45,0.8039,0.1938,1.0
P010,PPO,30030,30,4162.9,39.62,38.35,0.8102,0.1868,1.976
P010,SUS+CQI@0.80,30031,21,1908.2,24.37,22.26,0.6916,0.3069,2.904
P010,SU+CQI,30031,21,2223.5,25.19,23.65,0.7344,0.2641,1.0
P010,PPO,30031,21,2226.2,24.64,23.55,0.7403,0.2582,1.542
P010,SUS+CQI@0.80,30032,31,4116.0,42.45,39.68,0.7748,0.2227,3.602
P010,SU+CQI,30032,31,4446.3,42.96,41.35,0.807,0.1912,1.0
P010,PPO,30032,31,4482.9,42.57,41.28,0.8126,0.1847,2.059
P010,SUS+CQI@0.80,30033,23,4222.6,34.66,33.91,0.919,0.0788,2.824
P010,SU+CQI,30033,23,4219.4,34.54,33.96,0.9199,0.0784,1.0
P010,PPO,30033,23,4274.8,34.65,34.2,0.9264,0.0719,1.905
P010,SUS+CQI@0.80,30034,30,3730.8,39.06,36.3,0.7698,0.2282,3.386
P010,SU+CQI,30034,30,4020.6,39.63,37.79,0.7991,0.1992,1.0
P010,PPO,30034,30,4161.6,39.29,38.12,0.8166,0.182,2.002
P010,SUS+CQI@0.80,30035,21,2625.1,27.57,25.52,0.7675,0.2296,2.959
P010,SU+CQI,30035,21,2850.2,28.04,26.67,0.7991,0.198,1.0
P010,PPO,30035,21,2876.7,27.69,26.63,0.8063,0.1908,1.731
P010,SUS+CQI@0.80,30036,20,1808.3,23.75,21.76,0.6807,0.3128,2.874
P010,SU+CQI,30036,20,1995.3,24.34,22.57,0.7053,0.2877,1.0
P010,PPO,30036,20,1997.0,23.9,22.57,0.7103,0.2816,1.64
P010,SUS+CQI@0.80,30037,18,1681.0,21.27,20.23,0.6934,0.3011,2.353
P010,SU+CQI,30037,18,1720.7,21.39,20.39,0.6994,0.2941,1.0
P010,PPO,30037,18,1739.1,21.34,20.43,0.7032,0.2897,1.555
P010,SUS+CQI@0.80,30038,29,3280.0,36.87,34.26,0.7371,0.2605,3.467
P010,SU+CQI,30038,29,3609.2,37.64,35.8,0.7692,0.2291,1.0
P010,PPO,30038,29,3605.3,36.91,35.57,0.7736,0.2237,1.884
P010,SUS+CQI@0.80,30039,20,2129.8,25.68,22.83,0.7118,0.2857,3.275
P010,SU+CQI,30039,20,2600.7,27.04,24.96,0.7744,0.2232,1.0
P010,PPO,30039,20,2602.8,26.15,24.78,0.7837,0.2113,1.691
